---TranskribusBaseLineEvaluationScheme--- 

Evaluation performed on 2019.09.30 at 08:58:38 
Evaluation performed for GT evaluation_output\gt_pages_simple.lst
Evaluation performed for HYPO evaluation_output\generated_pages_simple.lst
Number of pages: 1010

Loading protocol: 
   Everything loaded without errors.

1010 out of 1010 GT-HYPO pairs loaded without errors and used for evaluation.

Number of groundtruth lines: 88647
Number of hypothesis lines: 60505

Pagewise evaluation :
#P value, #R value, #F_1 value, #TruthFileName, #HypoFileName
    0.4353,     0.7954,     0.5627, ../../data/cbad-masks/complex/test/gt\EPFL_0236.xml, ../../demo/baseline_extraction_output\EPFL_0236.xml
    0.4118,     0.8883,     0.5628, ../../data/cbad-masks/complex/test/gt\EPFL_0252.xml, ../../demo/baseline_extraction_output\EPFL_0252.xml
    0.5330,     0.7333,     0.6173, ../../data/cbad-masks/complex/test/gt\EPFL_0259.xml, ../../demo/baseline_extraction_output\EPFL_0259.xml
    0.4275,     0.8488,     0.5686, ../../data/cbad-masks/complex/test/gt\EPFL_0282.xml, ../../demo/baseline_extraction_output\EPFL_0282.xml
    0.4508,     0.8227,     0.5824, ../../data/cbad-masks/complex/test/gt\EPFL_0305.xml, ../../demo/baseline_extraction_output\EPFL_0305.xml
    0.3880,     0.9183,     0.5455, ../../data/cbad-masks/complex/test/gt\EPFL_0344.xml, ../../demo/baseline_extraction_output\EPFL_0344.xml
    0.4134,     0.7529,     0.5338, ../../data/cbad-masks/complex/test/gt\EPFL_0351.xml, ../../demo/baseline_extraction_output\EPFL_0351.xml
    0.4502,     0.7596,     0.5653, ../../data/cbad-masks/complex/test/gt\EPFL_0374.xml, ../../demo/baseline_extraction_output\EPFL_0374.xml
    0.4025,     0.7918,     0.5337, ../../data/cbad-masks/complex/test/gt\EPFL_0420.xml, ../../demo/baseline_extraction_output\EPFL_0420.xml
    0.7089,     0.5578,     0.6243, ../../data/cbad-masks/complex/test/gt\EPFL_1018.xml, ../../demo/baseline_extraction_output\EPFL_1018.xml
    0.4558,     0.9046,     0.6062, ../../data/cbad-masks/complex/test/gt\EPFL_102.xml, ../../demo/baseline_extraction_output\EPFL_102.xml
    0.5696,     0.7664,     0.6535, ../../data/cbad-masks/complex/test/gt\EPFL_1039.xml, ../../demo/baseline_extraction_output\EPFL_1039.xml
    0.7967,     0.6735,     0.7299, ../../data/cbad-masks/complex/test/gt\EPFL_106-1.xml, ../../demo/baseline_extraction_output\EPFL_106-1.xml
    0.7539,     0.4927,     0.5959, ../../data/cbad-masks/complex/test/gt\EPFL_1080.xml, ../../demo/baseline_extraction_output\EPFL_1080.xml
    0.7271,     0.7073,     0.7171, ../../data/cbad-masks/complex/test/gt\EPFL_1100.xml, ../../demo/baseline_extraction_output\EPFL_1100.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\EPFL_115.xml, ../../demo/baseline_extraction_output\EPFL_115.xml
    0.9824,     0.7588,     0.8562, ../../data/cbad-masks/complex/test/gt\EPFL_1160.xml, ../../demo/baseline_extraction_output\EPFL_1160.xml
    0.6140,     0.4805,     0.5391, ../../data/cbad-masks/complex/test/gt\EPFL_119.xml, ../../demo/baseline_extraction_output\EPFL_119.xml
    0.5397,     0.8755,     0.6678, ../../data/cbad-masks/complex/test/gt\EPFL_1206.xml, ../../demo/baseline_extraction_output\EPFL_1206.xml
    0.5000,     1.0000,     0.6667, ../../data/cbad-masks/complex/test/gt\EPFL_121.xml, ../../demo/baseline_extraction_output\EPFL_121.xml
    0.4786,     0.8576,     0.6144, ../../data/cbad-masks/complex/test/gt\EPFL_1229.xml, ../../demo/baseline_extraction_output\EPFL_1229.xml
    1.0000,     0.9990,     0.9995, ../../data/cbad-masks/complex/test/gt\EPFL_1252.xml, ../../demo/baseline_extraction_output\EPFL_1252.xml
    0.9201,     0.9639,     0.9415, ../../data/cbad-masks/complex/test/gt\EPFL_127.xml, ../../demo/baseline_extraction_output\EPFL_127.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\EPFL_133.xml, ../../demo/baseline_extraction_output\EPFL_133.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\EPFL_136.xml, ../../demo/baseline_extraction_output\EPFL_136.xml
    0.6784,     0.7734,     0.7228, ../../data/cbad-masks/complex/test/gt\EPFL_14.xml, ../../demo/baseline_extraction_output\EPFL_14.xml
    0.7891,     0.4820,     0.5984, ../../data/cbad-masks/complex/test/gt\EPFL_140.xml, ../../demo/baseline_extraction_output\EPFL_140.xml
    0.5162,     0.8639,     0.6463, ../../data/cbad-masks/complex/test/gt\EPFL_144.xml, ../../demo/baseline_extraction_output\EPFL_144.xml
    0.5095,     0.7598,     0.6100, ../../data/cbad-masks/complex/test/gt\EPFL_149.xml, ../../demo/baseline_extraction_output\EPFL_149.xml
    0.9372,     0.9077,     0.9222, ../../data/cbad-masks/complex/test/gt\EPFL_154.xml, ../../demo/baseline_extraction_output\EPFL_154.xml
    0.5843,     0.9212,     0.7151, ../../data/cbad-masks/complex/test/gt\EPFL_157.xml, ../../demo/baseline_extraction_output\EPFL_157.xml
    0.4996,     0.4615,     0.4798, ../../data/cbad-masks/complex/test/gt\EPFL_161.xml, ../../demo/baseline_extraction_output\EPFL_161.xml
    0.4661,     0.8973,     0.6135, ../../data/cbad-masks/complex/test/gt\EPFL_165.xml, ../../demo/baseline_extraction_output\EPFL_165.xml
    0.5732,     0.8581,     0.6873, ../../data/cbad-masks/complex/test/gt\EPFL_17.xml, ../../demo/baseline_extraction_output\EPFL_17.xml
    0.9391,     0.9184,     0.9286, ../../data/cbad-masks/complex/test/gt\EPFL_178.xml, ../../demo/baseline_extraction_output\EPFL_178.xml
    0.6107,     0.6892,     0.6476, ../../data/cbad-masks/complex/test/gt\EPFL_181.xml, ../../demo/baseline_extraction_output\EPFL_181.xml
    0.7108,     0.4631,     0.5608, ../../data/cbad-masks/complex/test/gt\EPFL_182.xml, ../../demo/baseline_extraction_output\EPFL_182.xml
    0.4643,     0.8787,     0.6076, ../../data/cbad-masks/complex/test/gt\EPFL_186.xml, ../../demo/baseline_extraction_output\EPFL_186.xml
    0.8379,     0.6191,     0.7121, ../../data/cbad-masks/complex/test/gt\EPFL_190.xml, ../../demo/baseline_extraction_output\EPFL_190.xml
    0.9177,     0.8977,     0.9076, ../../data/cbad-masks/complex/test/gt\EPFL_196.xml, ../../demo/baseline_extraction_output\EPFL_196.xml
    0.8646,     0.8338,     0.8489, ../../data/cbad-masks/complex/test/gt\EPFL_199.xml, ../../demo/baseline_extraction_output\EPFL_199.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\EPFL_200.xml, ../../demo/baseline_extraction_output\EPFL_200.xml
    0.7122,     0.5676,     0.6317, ../../data/cbad-masks/complex/test/gt\EPFL_201.xml, ../../demo/baseline_extraction_output\EPFL_201.xml
    0.4409,     0.8331,     0.5766, ../../data/cbad-masks/complex/test/gt\EPFL_206.xml, ../../demo/baseline_extraction_output\EPFL_206.xml
    0.7703,     0.7147,     0.7414, ../../data/cbad-masks/complex/test/gt\EPFL_210.xml, ../../demo/baseline_extraction_output\EPFL_210.xml
    0.9318,     0.9573,     0.9444, ../../data/cbad-masks/complex/test/gt\EPFL_216.xml, ../../demo/baseline_extraction_output\EPFL_216.xml
    0.6666,     0.9450,     0.7818, ../../data/cbad-masks/complex/test/gt\EPFL_219.xml, ../../demo/baseline_extraction_output\EPFL_219.xml
    0.8059,     0.5751,     0.6712, ../../data/cbad-masks/complex/test/gt\EPFL_222.xml, ../../demo/baseline_extraction_output\EPFL_222.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\EPFL_223.xml, ../../demo/baseline_extraction_output\EPFL_223.xml
    0.5091,     0.8033,     0.6232, ../../data/cbad-masks/complex/test/gt\EPFL_227.xml, ../../demo/baseline_extraction_output\EPFL_227.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\EPFL_230.xml, ../../demo/baseline_extraction_output\EPFL_230.xml
    0.7308,     0.9358,     0.8207, ../../data/cbad-masks/complex/test/gt\EPFL_237.xml, ../../demo/baseline_extraction_output\EPFL_237.xml
    0.5879,     0.4452,     0.5067, ../../data/cbad-masks/complex/test/gt\EPFL_243.xml, ../../demo/baseline_extraction_output\EPFL_243.xml
    0.8000,     0.3882,     0.5228, ../../data/cbad-masks/complex/test/gt\EPFL_246.xml, ../../demo/baseline_extraction_output\EPFL_246.xml
    0.5267,     0.9581,     0.6798, ../../data/cbad-masks/complex/test/gt\EPFL_248.xml, ../../demo/baseline_extraction_output\EPFL_248.xml
    0.9944,     0.9983,     0.9964, ../../data/cbad-masks/complex/test/gt\EPFL_251.xml, ../../demo/baseline_extraction_output\EPFL_251.xml
    0.8307,     0.6678,     0.7404, ../../data/cbad-masks/complex/test/gt\EPFL_252.xml, ../../demo/baseline_extraction_output\EPFL_252.xml
    0.8983,     0.8960,     0.8971, ../../data/cbad-masks/complex/test/gt\EPFL_258.xml, ../../demo/baseline_extraction_output\EPFL_258.xml
    0.8284,     0.7321,     0.7773, ../../data/cbad-masks/complex/test/gt\EPFL_264.xml, ../../demo/baseline_extraction_output\EPFL_264.xml
    0.5354,     0.4852,     0.5091, ../../data/cbad-masks/complex/test/gt\EPFL_265.xml, ../../demo/baseline_extraction_output\EPFL_265.xml
    0.4879,     0.8941,     0.6313, ../../data/cbad-masks/complex/test/gt\EPFL_269-1.xml, ../../demo/baseline_extraction_output\EPFL_269-1.xml
    0.6304,     0.7435,     0.6823, ../../data/cbad-masks/complex/test/gt\EPFL_273.xml, ../../demo/baseline_extraction_output\EPFL_273.xml
    0.6608,     0.9253,     0.7710, ../../data/cbad-masks/complex/test/gt\EPFL_279.xml, ../../demo/baseline_extraction_output\EPFL_279.xml
    0.4528,     0.8981,     0.6020, ../../data/cbad-masks/complex/test/gt\EPFL_29.xml, ../../demo/baseline_extraction_output\EPFL_29.xml
    0.6348,     0.9492,     0.7608, ../../data/cbad-masks/complex/test/gt\EPFL_292.xml, ../../demo/baseline_extraction_output\EPFL_292.xml
    0.9229,     0.5745,     0.7082, ../../data/cbad-masks/complex/test/gt\EPFL_293.xml, ../../demo/baseline_extraction_output\EPFL_293.xml
    0.8220,     0.6597,     0.7320, ../../data/cbad-masks/complex/test/gt\EPFL_294.xml, ../../demo/baseline_extraction_output\EPFL_294.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\EPFL_301.xml, ../../demo/baseline_extraction_output\EPFL_301.xml
    0.7424,     0.6406,     0.6877, ../../data/cbad-masks/complex/test/gt\EPFL_306.xml, ../../demo/baseline_extraction_output\EPFL_306.xml
    0.4660,     0.8743,     0.6080, ../../data/cbad-masks/complex/test/gt\EPFL_31.xml, ../../demo/baseline_extraction_output\EPFL_31.xml
    0.9089,     0.8263,     0.8656, ../../data/cbad-masks/complex/test/gt\EPFL_313.xml, ../../demo/baseline_extraction_output\EPFL_313.xml
    0.7540,     0.5989,     0.6676, ../../data/cbad-masks/complex/test/gt\EPFL_314.xml, ../../demo/baseline_extraction_output\EPFL_314.xml
    0.5832,     0.8698,     0.6982, ../../data/cbad-masks/complex/test/gt\EPFL_315.xml, ../../demo/baseline_extraction_output\EPFL_315.xml
    0.7520,     0.6050,     0.6705, ../../data/cbad-masks/complex/test/gt\EPFL_326.xml, ../../demo/baseline_extraction_output\EPFL_326.xml
    0.4890,     0.9083,     0.6357, ../../data/cbad-masks/complex/test/gt\EPFL_330.xml, ../../demo/baseline_extraction_output\EPFL_330.xml
    0.7329,     0.9920,     0.8430, ../../data/cbad-masks/complex/test/gt\EPFL_334.xml, ../../demo/baseline_extraction_output\EPFL_334.xml
    0.5015,     0.5228,     0.5119, ../../data/cbad-masks/complex/test/gt\EPFL_335.xml, ../../demo/baseline_extraction_output\EPFL_335.xml
    0.9721,     0.9187,     0.9446, ../../data/cbad-masks/complex/test/gt\EPFL_340.xml, ../../demo/baseline_extraction_output\EPFL_340.xml
    0.7685,     0.5297,     0.6272, ../../data/cbad-masks/complex/test/gt\EPFL_348.xml, ../../demo/baseline_extraction_output\EPFL_348.xml
    0.5094,     0.8862,     0.6469, ../../data/cbad-masks/complex/test/gt\EPFL_351-1.xml, ../../demo/baseline_extraction_output\EPFL_351-1.xml
    0.9313,     0.9412,     0.9362, ../../data/cbad-masks/complex/test/gt\EPFL_355.xml, ../../demo/baseline_extraction_output\EPFL_355.xml
    0.7920,     0.6541,     0.7165, ../../data/cbad-masks/complex/test/gt\EPFL_356.xml, ../../demo/baseline_extraction_output\EPFL_356.xml
    0.7594,     0.9551,     0.8461, ../../data/cbad-masks/complex/test/gt\EPFL_361.xml, ../../demo/baseline_extraction_output\EPFL_361.xml
    0.6236,     0.5155,     0.5644, ../../data/cbad-masks/complex/test/gt\EPFL_369.xml, ../../demo/baseline_extraction_output\EPFL_369.xml
    0.4844,     0.7844,     0.5989, ../../data/cbad-masks/complex/test/gt\EPFL_372.xml, ../../demo/baseline_extraction_output\EPFL_372.xml
    0.8739,     0.9695,     0.9193, ../../data/cbad-masks/complex/test/gt\EPFL_376.xml, ../../demo/baseline_extraction_output\EPFL_376.xml
    0.4608,     0.7073,     0.5581, ../../data/cbad-masks/complex/test/gt\EPFL_377.xml, ../../demo/baseline_extraction_output\EPFL_377.xml
    0.5344,     0.8347,     0.6516, ../../data/cbad-masks/complex/test/gt\EPFL_393.xml, ../../demo/baseline_extraction_output\EPFL_393.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\EPFL_397.xml, ../../demo/baseline_extraction_output\EPFL_397.xml
    0.7870,     0.7939,     0.7904, ../../data/cbad-masks/complex/test/gt\EPFL_398.xml, ../../demo/baseline_extraction_output\EPFL_398.xml
    0.8575,     0.9284,     0.8915, ../../data/cbad-masks/complex/test/gt\EPFL_402.xml, ../../demo/baseline_extraction_output\EPFL_402.xml
    0.4972,     0.5299,     0.5130, ../../data/cbad-masks/complex/test/gt\EPFL_409.xml, ../../demo/baseline_extraction_output\EPFL_409.xml
    0.4019,     0.7564,     0.5249, ../../data/cbad-masks/complex/test/gt\EPFL_41.xml, ../../demo/baseline_extraction_output\EPFL_41.xml
    0.8568,     0.8722,     0.8644, ../../data/cbad-masks/complex/test/gt\EPFL_417.xml, ../../demo/baseline_extraction_output\EPFL_417.xml
    0.8242,     0.5979,     0.6931, ../../data/cbad-masks/complex/test/gt\EPFL_418.xml, ../../demo/baseline_extraction_output\EPFL_418.xml
    0.8496,     0.8584,     0.8540, ../../data/cbad-masks/complex/test/gt\EPFL_420.xml, ../../demo/baseline_extraction_output\EPFL_420.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\EPFL_423.xml, ../../demo/baseline_extraction_output\EPFL_423.xml
    0.9845,     0.9054,     0.9433, ../../data/cbad-masks/complex/test/gt\EPFL_426.xml, ../../demo/baseline_extraction_output\EPFL_426.xml
    0.7158,     0.6631,     0.6885, ../../data/cbad-masks/complex/test/gt\EPFL_430.xml, ../../demo/baseline_extraction_output\EPFL_430.xml
    0.5104,     0.8929,     0.6495, ../../data/cbad-masks/complex/test/gt\EPFL_434.xml, ../../demo/baseline_extraction_output\EPFL_434.xml
    0.2857,     0.9856,     0.4430, ../../data/cbad-masks/complex/test/gt\EPFL_438.xml, ../../demo/baseline_extraction_output\EPFL_438.xml
    0.5086,     0.8648,     0.6405, ../../data/cbad-masks/complex/test/gt\EPFL_439.xml, ../../demo/baseline_extraction_output\EPFL_439.xml
    0.5849,     0.9036,     0.7101, ../../data/cbad-masks/complex/test/gt\EPFL_443.xml, ../../demo/baseline_extraction_output\EPFL_443.xml
    0.7819,     0.9669,     0.8646, ../../data/cbad-masks/complex/test/gt\EPFL_447.xml, ../../demo/baseline_extraction_output\EPFL_447.xml
    0.7924,     0.7446,     0.7677, ../../data/cbad-masks/complex/test/gt\EPFL_450.xml, ../../demo/baseline_extraction_output\EPFL_450.xml
    0.4965,     0.5776,     0.5340, ../../data/cbad-masks/complex/test/gt\EPFL_451.xml, ../../demo/baseline_extraction_output\EPFL_451.xml
    0.6571,     0.9350,     0.7718, ../../data/cbad-masks/complex/test/gt\EPFL_455.xml, ../../demo/baseline_extraction_output\EPFL_455.xml
    0.9762,     0.9096,     0.9417, ../../data/cbad-masks/complex/test/gt\EPFL_459.xml, ../../demo/baseline_extraction_output\EPFL_459.xml
    0.6321,     0.9328,     0.7536, ../../data/cbad-masks/complex/test/gt\EPFL_465.xml, ../../demo/baseline_extraction_output\EPFL_465.xml
    0.5801,     0.9386,     0.7170, ../../data/cbad-masks/complex/test/gt\EPFL_466.xml, ../../demo/baseline_extraction_output\EPFL_466.xml
    0.9647,     0.9191,     0.9413, ../../data/cbad-masks/complex/test/gt\EPFL_468.xml, ../../demo/baseline_extraction_output\EPFL_468.xml
    0.6212,     0.6075,     0.6143, ../../data/cbad-masks/complex/test/gt\EPFL_472.xml, ../../demo/baseline_extraction_output\EPFL_472.xml
    0.8064,     0.5185,     0.6312, ../../data/cbad-masks/complex/test/gt\EPFL_480.xml, ../../demo/baseline_extraction_output\EPFL_480.xml
    0.6774,     0.9022,     0.7738, ../../data/cbad-masks/complex/test/gt\EPFL_489-1.xml, ../../demo/baseline_extraction_output\EPFL_489-1.xml
    0.5289,     0.8977,     0.6657, ../../data/cbad-masks/complex/test/gt\EPFL_489.xml, ../../demo/baseline_extraction_output\EPFL_489.xml
    0.8032,     0.4766,     0.5982, ../../data/cbad-masks/complex/test/gt\EPFL_492.xml, ../../demo/baseline_extraction_output\EPFL_492.xml
    1.0000,     0.9964,     0.9982, ../../data/cbad-masks/complex/test/gt\EPFL_50.xml, ../../demo/baseline_extraction_output\EPFL_50.xml
    0.5222,     0.4867,     0.5038, ../../data/cbad-masks/complex/test/gt\EPFL_500.xml, ../../demo/baseline_extraction_output\EPFL_500.xml
    0.7555,     0.4682,     0.5782, ../../data/cbad-masks/complex/test/gt\EPFL_512.xml, ../../demo/baseline_extraction_output\EPFL_512.xml
    0.5533,     0.5439,     0.5486, ../../data/cbad-masks/complex/test/gt\EPFL_521.xml, ../../demo/baseline_extraction_output\EPFL_521.xml
    0.7991,     0.8508,     0.8242, ../../data/cbad-masks/complex/test/gt\EPFL_53-1.xml, ../../demo/baseline_extraction_output\EPFL_53-1.xml
    0.8644,     0.9312,     0.8966, ../../data/cbad-masks/complex/test/gt\EPFL_53.xml, ../../demo/baseline_extraction_output\EPFL_53.xml
    0.6247,     0.7497,     0.6815, ../../data/cbad-masks/complex/test/gt\EPFL_533.xml, ../../demo/baseline_extraction_output\EPFL_533.xml
    0.8697,     0.9362,     0.9017, ../../data/cbad-masks/complex/test/gt\EPFL_548.xml, ../../demo/baseline_extraction_output\EPFL_548.xml
    0.7658,     0.6180,     0.6840, ../../data/cbad-masks/complex/test/gt\EPFL_554.xml, ../../demo/baseline_extraction_output\EPFL_554.xml
    0.5124,     0.6377,     0.5682, ../../data/cbad-masks/complex/test/gt\EPFL_563.xml, ../../demo/baseline_extraction_output\EPFL_563.xml
    0.8399,     0.8461,     0.8430, ../../data/cbad-masks/complex/test/gt\EPFL_569.xml, ../../demo/baseline_extraction_output\EPFL_569.xml
    0.6467,     0.4954,     0.5610, ../../data/cbad-masks/complex/test/gt\EPFL_57.xml, ../../demo/baseline_extraction_output\EPFL_57.xml
    0.5074,     0.8577,     0.6376, ../../data/cbad-masks/complex/test/gt\EPFL_58.xml, ../../demo/baseline_extraction_output\EPFL_58.xml
    0.7937,     0.6146,     0.6927, ../../data/cbad-masks/complex/test/gt\EPFL_584.xml, ../../demo/baseline_extraction_output\EPFL_584.xml
    0.8934,     0.9179,     0.9054, ../../data/cbad-masks/complex/test/gt\EPFL_592.xml, ../../demo/baseline_extraction_output\EPFL_592.xml
    0.7685,     0.5553,     0.6447, ../../data/cbad-masks/complex/test/gt\EPFL_596.xml, ../../demo/baseline_extraction_output\EPFL_596.xml
    0.4832,     0.4845,     0.4839, ../../data/cbad-masks/complex/test/gt\EPFL_604.xml, ../../demo/baseline_extraction_output\EPFL_604.xml
    0.7470,     0.5938,     0.6616, ../../data/cbad-masks/complex/test/gt\EPFL_616.xml, ../../demo/baseline_extraction_output\EPFL_616.xml
    0.5704,     0.8089,     0.6690, ../../data/cbad-masks/complex/test/gt\EPFL_625.xml, ../../demo/baseline_extraction_output\EPFL_625.xml
    0.6624,     0.6520,     0.6571, ../../data/cbad-masks/complex/test/gt\EPFL_637.xml, ../../demo/baseline_extraction_output\EPFL_637.xml
    0.7309,     0.4997,     0.5935, ../../data/cbad-masks/complex/test/gt\EPFL_646.xml, ../../demo/baseline_extraction_output\EPFL_646.xml
    0.7199,     0.7295,     0.7247, ../../data/cbad-masks/complex/test/gt\EPFL_658.xml, ../../demo/baseline_extraction_output\EPFL_658.xml
    0.5083,     0.6207,     0.5589, ../../data/cbad-masks/complex/test/gt\EPFL_667.xml, ../../demo/baseline_extraction_output\EPFL_667.xml
    0.6229,     0.7024,     0.6603, ../../data/cbad-masks/complex/test/gt\EPFL_679.xml, ../../demo/baseline_extraction_output\EPFL_679.xml
    0.7691,     0.5395,     0.6342, ../../data/cbad-masks/complex/test/gt\EPFL_688.xml, ../../demo/baseline_extraction_output\EPFL_688.xml
    0.5842,     0.5368,     0.5595, ../../data/cbad-masks/complex/test/gt\EPFL_708.xml, ../../demo/baseline_extraction_output\EPFL_708.xml
    0.7158,     0.9413,     0.8132, ../../data/cbad-masks/complex/test/gt\EPFL_71.xml, ../../demo/baseline_extraction_output\EPFL_71.xml
    0.7784,     0.5903,     0.6715, ../../data/cbad-masks/complex/test/gt\EPFL_72.xml, ../../demo/baseline_extraction_output\EPFL_72.xml
    0.5647,     0.7283,     0.6362, ../../data/cbad-masks/complex/test/gt\EPFL_729.xml, ../../demo/baseline_extraction_output\EPFL_729.xml
    0.7817,     0.7831,     0.7824, ../../data/cbad-masks/complex/test/gt\EPFL_74.xml, ../../demo/baseline_extraction_output\EPFL_74.xml
    0.4688,     0.6475,     0.5438, ../../data/cbad-masks/complex/test/gt\EPFL_75.xml, ../../demo/baseline_extraction_output\EPFL_75.xml
    0.8313,     0.6239,     0.7128, ../../data/cbad-masks/complex/test/gt\EPFL_770.xml, ../../demo/baseline_extraction_output\EPFL_770.xml
    0.8090,     0.5216,     0.6342, ../../data/cbad-masks/complex/test/gt\EPFL_78.xml, ../../demo/baseline_extraction_output\EPFL_78.xml
    0.5245,     0.7136,     0.6046, ../../data/cbad-masks/complex/test/gt\EPFL_791.xml, ../../demo/baseline_extraction_output\EPFL_791.xml
    0.5424,     0.6039,     0.5715, ../../data/cbad-masks/complex/test/gt\EPFL_811.xml, ../../demo/baseline_extraction_output\EPFL_811.xml
    0.2500,     1.0000,     0.4000, ../../data/cbad-masks/complex/test/gt\EPFL_82.xml, ../../demo/baseline_extraction_output\EPFL_82.xml
    0.5823,     0.5874,     0.5848, ../../data/cbad-masks/complex/test/gt\EPFL_83.xml, ../../demo/baseline_extraction_output\EPFL_83.xml
    0.6043,     0.6261,     0.6150, ../../data/cbad-masks/complex/test/gt\EPFL_853.xml, ../../demo/baseline_extraction_output\EPFL_853.xml
    0.6122,     0.6374,     0.6245, ../../data/cbad-masks/complex/test/gt\EPFL_874.xml, ../../demo/baseline_extraction_output\EPFL_874.xml
    0.5310,     0.7007,     0.6041, ../../data/cbad-masks/complex/test/gt\EPFL_895.xml, ../../demo/baseline_extraction_output\EPFL_895.xml
    0.4821,     0.6903,     0.5677, ../../data/cbad-masks/complex/test/gt\EPFL_915.xml, ../../demo/baseline_extraction_output\EPFL_915.xml
    1.0000,     0.8981,     0.9463, ../../data/cbad-masks/complex/test/gt\EPFL_92.xml, ../../demo/baseline_extraction_output\EPFL_92.xml
    0.6677,     0.5973,     0.6305, ../../data/cbad-masks/complex/test/gt\EPFL_936.xml, ../../demo/baseline_extraction_output\EPFL_936.xml
    0.8935,     0.9194,     0.9062, ../../data/cbad-masks/complex/test/gt\EPFL_95.xml, ../../demo/baseline_extraction_output\EPFL_95.xml
    0.5219,     0.5147,     0.5183, ../../data/cbad-masks/complex/test/gt\EPFL_957.xml, ../../demo/baseline_extraction_output\EPFL_957.xml
    0.7039,     0.7027,     0.7033, ../../data/cbad-masks/complex/test/gt\EPFL_978.xml, ../../demo/baseline_extraction_output\EPFL_978.xml
    0.5908,     0.5817,     0.5862, ../../data/cbad-masks/complex/test/gt\EPFL_99.xml, ../../demo/baseline_extraction_output\EPFL_99.xml
    0.4677,     0.6148,     0.5313, ../../data/cbad-masks/complex/test/gt\EPFL_999.xml, ../../demo/baseline_extraction_output\EPFL_999.xml
    0.7903,     0.9858,     0.8773, ../../data/cbad-masks/complex/test/gt\HUB_00000011.xml, ../../demo/baseline_extraction_output\HUB_00000011.xml
    0.9385,     0.9198,     0.9291, ../../data/cbad-masks/complex/test/gt\HUB_00000020.xml, ../../demo/baseline_extraction_output\HUB_00000020.xml
    0.9209,     0.9984,     0.9581, ../../data/cbad-masks/complex/test/gt\HUB_00000034-1.xml, ../../demo/baseline_extraction_output\HUB_00000034-1.xml
    0.6674,     0.9971,     0.7996, ../../data/cbad-masks/complex/test/gt\HUB_00000039.xml, ../../demo/baseline_extraction_output\HUB_00000039.xml
    0.9595,     0.9311,     0.9451, ../../data/cbad-masks/complex/test/gt\HUB_00000048.xml, ../../demo/baseline_extraction_output\HUB_00000048.xml
    0.9628,     0.9985,     0.9803, ../../data/cbad-masks/complex/test/gt\HUB_00000055.xml, ../../demo/baseline_extraction_output\HUB_00000055.xml
    0.8995,     0.9626,     0.9300, ../../data/cbad-masks/complex/test/gt\HUB_00000062.xml, ../../demo/baseline_extraction_output\HUB_00000062.xml
    0.8790,     0.9971,     0.9344, ../../data/cbad-masks/complex/test/gt\HUB_00000076-1.xml, ../../demo/baseline_extraction_output\HUB_00000076-1.xml
    0.8420,     0.9970,     0.9130, ../../data/cbad-masks/complex/test/gt\HUB_00000081.xml, ../../demo/baseline_extraction_output\HUB_00000081.xml
    0.6820,     0.9960,     0.8096, ../../data/cbad-masks/complex/test/gt\HUB_00000095.xml, ../../demo/baseline_extraction_output\HUB_00000095.xml
    0.7723,     0.9964,     0.8701, ../../data/cbad-masks/complex/test/gt\HUB_00000109.xml, ../../demo/baseline_extraction_output\HUB_00000109.xml
    0.8942,     0.9926,     0.9408, ../../data/cbad-masks/complex/test/gt\HUB_00000126.xml, ../../demo/baseline_extraction_output\HUB_00000126.xml
    0.9647,     0.8895,     0.9256, ../../data/cbad-masks/complex/test/gt\HUB_00000146.xml, ../../demo/baseline_extraction_output\HUB_00000146.xml
    0.7697,     0.9938,     0.8675, ../../data/cbad-masks/complex/test/gt\HUB_00000165.xml, ../../demo/baseline_extraction_output\HUB_00000165.xml
    0.9461,     0.9988,     0.9717, ../../data/cbad-masks/complex/test/gt\HUB_00000174-1.xml, ../../demo/baseline_extraction_output\HUB_00000174-1.xml
    0.8378,     0.9985,     0.9111, ../../data/cbad-masks/complex/test/gt\HUB_00000193.xml, ../../demo/baseline_extraction_output\HUB_00000193.xml
    0.8784,     0.9955,     0.9333, ../../data/cbad-masks/complex/test/gt\HUB_00000202.xml, ../../demo/baseline_extraction_output\HUB_00000202.xml
    0.0000,     1.0000,     0.0000, ../../data/cbad-masks/complex/test/gt\HUB_00000221.xml, ../../demo/baseline_extraction_output\HUB_00000221.xml
    0.9472,     1.0000,     0.9729, ../../data/cbad-masks/complex/test/gt\HUB_00000294.xml, ../../demo/baseline_extraction_output\HUB_00000294.xml
    0.9580,     1.0000,     0.9785, ../../data/cbad-masks/complex/test/gt\HUB_00000378.xml, ../../demo/baseline_extraction_output\HUB_00000378.xml
